parcel,zoning
68378,20630
68551,20540
68934,20540
68937,20540
67707,20430
68103,20631
68313,20563
69247,20540
69435,20579
22312,20495
10021,20495
61726,20505
61801,20505
13981,20495
68387,20495
14082,20495
14151,20495
14223,20495
53345,20495
35893,20505
35891,20502
75901,20521
75962,20521
72100,20540
76855,20521
57546,20495
72621,20521
72644,20521
67633,20632
67395,20364
69937,20540
69950,20540
69986,20540
73676,20542
72121,20102
67522,20349
70034,20543
72889,20427
73001,20521
70335,20540
74446,20521
73031,20388
72426,20502
73541,20671
74061,20540
73504,20521
73506,20521
73525,20521
74602,20540
74781,20540
73941,20521
61351,20495
74497,20521
74535,20521
74581,20521
38529,20495
24842,20495
62007,20505
75602,20521
75631,20521
14392,20495
22455,20495
18314,20495
70457,20521
70721,20334
70818,20540
70867,20335
71344,20629
71394,20540
37339,20502
71259,20541
38836,20505
57558,20495
38719,20495
62334,20504
62265,20505
35733,20495
42784,20505
14506,20495
77221,20521
68518,20355
77462,20563
77634,20521
68617,20332
68640,20355
68766,20495
75310,20242
75815,20521
22530,20495
22634,20495
24962,20495
10050,20495
18580,20495
18594,20495
72824,20495
25064,20495
25090,20495
42668,20495
42696,20495
74021,20525
79986,20495
62063,20495
71500,20521
71096,20553
71402,20553
71594,20521
70204,20563
71656,20521
36646,20509
39276,20505
39427,20505
78031,20521
80014,20495
22806,20495
22807,20495
45405,20504
22745,20497
22827,20495
22893,20495
29745,20495
39625,20505
39741,20505
62423,20495
14907,20495
29908,20521
45286,20504
70240,20320
15081,20495
15110,20495
15121,20495
57990,20495
71820,20671
15187,20495
15340,20495
18823,20495
78358,20521
83966,20521
80349,20495
43143,20505
10248,20495
71791,20495
39228,20495
39504,20503
39850,20505
77937,20495
18786,20495
30076,20495
30082,20495
23246,20495
9215,20505
43244,20505
43289,20505
10574,20521
45614,20504
44546,20340
53601,20495
42808,20504
58102,20495
43272,20502
43339,20502
43410,20506
45447,20495
45712,20340
23458,20495
80301,20521
53680,20495
84093,20495
84191,20495
10394,20495
14746,20521
14946,20521
45687,20495
18891,20495
46122,20256
58592,20256
62499,20504
18940,20495
63154,20505
10579,20495
10583,20495
78416,20535
80695,20495
43513,20495
23587,20495
84586,20521
78521,20495
84619,20521
15597,20495
15636,20495
62927,20495
19135,20495
25166,20507
58625,20495
72963,20664
63299,20505
58744,20495
88035,20495
84853,20524
84891,20524
63550,20505
63561,20505
43927,20495
23132,20521
85174,20521
85400,20521
85406,20521
19397,20495
81261,20495
81305,20495
25866,20495
63315,20495
26050,20495
88118,20495
96086,20495
23944,20495
19481,20495
10811,20495
84828,20495
84831,20495
81337,20495
26095,20495
19505,20495
19506,20495
19507,20495
92137,20495
30834,20521
46326,20495
84976,20256
81442,20495
81506,20495
77640,20361
61902,20509
61532,20502
46383,20495
46568,20495
44956,20271
59193,20495
59225,20495
92510,20505
88493,20521
92525,20495
88547,20521
11073,20521
81703,20495
92578,20521
81775,20495
81782,20495
63898,20495
63784,20671
104128,20505
79077,20495
79088,20495
104338,20505
29007,20524
19781,20495
81793,20495
81821,20495
85740,20500
31181,20495
63943,20495
79203,20495
79240,20495
9254,20540
84754,20500
46975,20495
79324,20495
59414,20495
78179,20433
59446,20495
79000,20417
59496,20495
64090,20495
92687,20495
88582,20495
11102,20495
78927,20521
78948,20521
54403,20495
59514,20495
59551,20495
79681,20433
11524,20521
59622,20495
104323,20495
82256,20495
92998,20495
31398,20495
80670,20515
75699,20540
11116,20495
85846,20495
92976,20505
79753,20521
78508,20325
88785,20495
88792,20495
93111,20495
100472,20495
100479,20495
59610,20495
59651,20495
19821,20495
19887,20521
85980,20495
82477,20495
79480,20495
96254,20495
100530,20495
100612,20495
59732,20495
88846,20495
96310,20495
86046,20495
100673,20495
19934,20495
82049,20388
40025,20505
88754,20256
108630,20521
11583,20495
100767,20495
81320,20267
81618,20267
82065,20267
108323,20521
108397,20521
11447,20495
11544,20495
47103,20495
79636,20495
47073,20505
47196,20505
79902,20495
86229,20495
96590,20495
108775,20521
82847,20495
82849,20495
108888,20521
96736,20495
96756,20495
104580,20495
72321,20314
96848,20495
28357,20509
28953,20509
28954,20509
96946,20495
11436,20540
11437,20540
11769,20495
31573,20495
109069,20521
93483,20495
82963,20495
31665,20495
108581,20495
47370,20505
101050,20495
54554,20495
47352,20495
101149,20495
31193,20535
116074,20521
116191,20521
26571,20495
104769,20495
93699,20521
93730,20521
93741,20521
123536,20563
26637,20495
26664,20495
116135,20563
31974,20505
86375,20267
123599,20521
116816,20505
116904,20540
116609,20521
116975,20521
117126,20521
93494,20495
93506,20495
47463,20495
123612,20509
109327,20521
8144,20563
85848,20500
73447,20664
109452,20540
120060,20563
109732,20521
120162,20535
86504,20495
86520,20495
123936,20505
124195,20563
124440,20563
124521,20563
124507,20535
124560,20521
101339,20495
97053,20495
97086,20495
117734,20521
97105,20495
89169,20495
109987,20521
83364,20201
110052,20521
120531,20521
110095,20521
110141,20521
120104,20593
120823,20492
117470,20303
112358,20521
124283,20502
93637,20495
93701,20495
83262,20495
54662,20495
89342,20495
116095,20495
22962,20563
54724,20495
93839,20495
110194,20521
110228,20521
117474,20563
122716,20563
54830,20495
121243,20260
121987,20521
121331,20505
121296,20579
122556,20521
122302,20563
121920,20286
122190,20292
121575,20579
122831,20563
122839,20563
54810,20495
93994,20495
109532,20495
109667,20495
109669,20495
79859,20256
112880,20521
113010,20505
83337,20495
113026,20563
87993,20540
47803,20495
47819,20495
47889,20495
94264,20495
94265,20495
117818,20495
97233,20495
110035,20495
110607,20521
124756,20505
112692,20495
86218,20201
125495,20521
125584,20535
125644,20521
101321,20502
82192,20434
83487,20521
105111,20567
97267,20495
47891,20495
47934,20495
118538,20521
118698,20563
101533,20495
86627,20495
86629,20495
83562,20521
117988,20563
118206,20563
86657,20495
86658,20495
118947,20540
119243,20540
119165,20521
123064,20495
110456,20495
110506,20495
101557,20495
127336,20521
124956,20267
127589,20521
135515,20623
131237,20521
131286,20521
131293,20521
131395,20521
102183,20521
89787,20495
55081,20495
110657,20521
110661,20521
82800,20434
118363,20495
47764,20521
135214,20563
135940,20540
47676,20256
135333,20543
136824,20563
137302,20543
137683,20263
135651,20521
137813,20315
124766,20292
135729,20521
137170,20623
138704,20651
137381,20623
137727,20540
135925,20521
137850,20112
138072,20623
138255,20623
105219,20495
97558,20495
110533,20495
110628,20495
94340,20521
101953,20495
94410,20521
138012,20256
138842,20651
138420,20475
48040,20495
138664,20112
139261,20473
139567,20651
125726,20563
125824,20535
125834,20563
125910,20495
102076,20495
126171,20563
139330,20475
143294,20563
126100,20563
102057,20495
26752,20495
62148,20246
105531,20521
64125,20282
139333,20475
119509,20540
119806,20521
117452,20519
139039,20164
142888,20473
119596,20267
143297,20521
143327,20521
143845,20305
143532,20521
144029,20540
144339,20521
144297,20540
144491,20521
118823,20567
119402,20495
122225,20540
122264,20540
131810,20521
94502,20521
132170,20521
102342,20495
86949,20495
132087,20521
132226,20521
132415,20521
126050,20521
97702,20495
126374,20521
126600,20521
105688,20521
105851,20540
106085,20540
105947,20521
127696,20288
123170,20495
119378,20581
144881,20285
145044,20521
145381,20531
145359,20285
26860,20495
102544,20495
102554,20495
126935,20563
128116,20521
136357,20266
143235,20550
139078,20480
138861,20625
106170,20521
97971,20495
97990,20495
61654,20618
106279,20521
106710,20540
106766,20540
106007,20632
106416,20521
106615,20521
127966,20521
113740,20495
54904,20271
139692,20154
127716,20267
127779,20273
128303,20521
128311,20521
128130,20549
128482,20521
128521,20521
128692,20521
128745,20521
138989,20416
130768,20563
130779,20563
129411,20521
130739,20521
129760,20521
129779,20521
130009,20521
130261,20521
130301,20521
130315,20521
130472,20521
126186,20495
89863,20495
130822,20521
90003,20521
131056,20521
131065,20521
111138,20521
113913,20505
146026,20521
146533,20616
146361,20579
98155,20495
98158,20495
106811,20629
106831,20540
94599,20495
107565,20632
140174,20651
25836,20499
137933,20471
140219,20238
113989,20505
140554,20645
140792,20642
140594,20651
38983,20502
140869,20651
140410,20645
140122,20347
141188,20563
141120,20645
140049,20521
141208,20540
141223,20540
87108,20495
141360,20656
127244,20563
127277,20563
141459,20540
147402,20563
141520,20540
90289,20521
139124,20115
142221,20579
147109,20579
132055,20495
107677,20521
107788,20521
90373,20521
94826,20495
87052,20521
111028,20495
111087,20495
141924,20593
142046,20593
142053,20593
141837,20458
139307,20164
142184,20521
142219,20521
147113,20521
147836,20540
148171,20540
142010,20267
90083,20495
90098,20495
126917,20288
108244,20246
126969,20288
139961,20652
106537,20495
98404,20495
147833,20579
102982,20495
148214,20593
148341,20593
148321,20521
148496,20593
111237,20495
98503,20495
98538,20495
98546,20495
103079,20495
132915,20521
111146,20388
113984,20495
114143,20495
111254,20521
94894,20495
94948,20495
90251,20495
114522,20540
141311,20495
141723,20567
113336,20267
113361,20267
87432,20500
107941,20495
90356,20495
90361,20495
94982,20495
114185,20495
133187,20521
148870,20545
134150,20521
103282,20495
111492,20495
133514,20521
87280,20495
98807,20495
133767,20521
133869,20521
134078,20521
95068,20495
134234,20521
148877,20280
90782,20521
114506,20256
111710,20495
103406,20495
134500,20521
134624,20521
134714,20521
134887,20521
134911,20521
132804,20540
134914,20521
90546,20495
90551,20495
135055,20521
135084,20521
26974,20495
149080,20191
113675,20303
149712,20136
114671,20540
115014,20521
111902,20495
90613,20495
95201,20495
95223,20495
95232,20495
95254,20495
115148,20521
90945,20521
149409,20104
90668,20434
27041,20495
150127,20153
55477,20495
149389,20191
150410,20134
149977,20593
103460,20495
148995,20543
150651,20486
150703,20646
80644,20417
141068,20241
141985,20298
131071,20563
107339,20331
142509,20527
86473,20434
142791,20300
107772,20277
134059,20366
133721,20563
134564,20246
145696,20301
146114,20193
145853,20295
81022,20672
87750,20505
142754,20306
111837,20267
71863,20563
112947,20246
115298,20521
90855,20495
90871,20495
115426,20540
151095,20540
151411,20540
114982,20495
87705,20495
89327,20256
91400,20521
17822,20504
102613,20498
148580,20293
103747,20256
14688,20563
151447,20591
103598,20498
151724,20563
151487,20505
103648,20267
151915,20246
115736,20521
115169,20505
87866,20495
87932,20495
55499,20495
115240,20495
115304,20495
91106,20416
91114,20495
150138,20614
55584,20495
91312,20495
91314,20495
142703,20567
142817,20495
134899,20495
113782,20262
115332,20505
152713,20579
152967,20521
152631,20545
153139,20464
152897,20651
95505,20495
153315,20563
151276,20495
151375,20103
27370,20495
153014,20268
43521,20504
95296,20563
43805,20502
99388,20495
94714,20505
104041,20495
55674,20495
55688,20495
27146,20256
27552,20563
91628,20505
88495,20267
88991,20267
90465,20502
99556,20495
91535,20495
27452,20495
50609,20505
91603,20495
152304,20495
152327,20495
152468,20495
152793,20495
55837,20495
95860,20495
27528,20495
99854,20495
27834,20495
27894,20495
48335,20495
48479,20495
48520,20495
48827,20495
48835,20495
48986,20495
49227,20495
49343,20495
49475,20495
48921,20505
49000,20505
48566,20267
49655,20495
49675,20495
50150,20495
50302,20495
50366,20495
50541,20495
50567,20495
50780,20495
51596,20505
51629,20521
49093,20267
49096,20267
88225,20268
91520,20509
51858,20267
48102,20502
50104,20246
51131,20502
51168,20495
51475,20495
51549,20495
51799,20495
51906,20495
146,20540
267,20540
4888,20495
4941,20495
4236,20521
1663,20505
4433,20521
4499,20521
448,20540
2220,20505
5168,20495
573,20540
4687,20521
753,20540
817,20540
847,20540
895,20521
44235,20518
930,20521
52087,20505
4717,20540
1100,20521
1176,20521
1351,20540
1385,20540
5255,20521
5262,20521
1422,20521
1983,20540
2143,20521
2556,20521
564,20495
1604,20495
15922,20495
40219,20505
2761,20521
12051,20495
2405,20246
20002,20495
20018,20495
16062,20495
5718,20521
24031,20495
40300,20505
40393,20505
24086,20495
36551,20505
36608,20521
36753,20521
44437,20505
20251,20495
24218,20495
20289,20495
2301,20563
3294,20521
52334,20505
40117,20495
52378,20505
52388,20505
2471,20495
60161,20495
52160,20495
3347,20521
3571,20521
3782,20505
15951,20521
16369,20495
16372,20495
52580,20505
28129,20495
40217,20495
37416,20521
40629,20505
60187,20495
60246,20495
56174,20495
56176,20495
8367,20495
40337,20495
32146,20495
3076,20495
16691,20521
16588,20495
56298,20495
37795,20521
28330,20495
8591,20521
40615,20495
1987,20540
1999,20540
2011,20540
2071,20540
37010,20495
8435,20495
20522,20495
40970,20505
12486,20495
41093,20505
56372,20495
56466,20495
56484,20495
8551,20495
8552,20495
52868,20495
64409,20433
64737,20433
64214,20509
65167,20521
66001,20521
65477,20540
65991,20623
66148,20623
9048,20521
20715,20495
40975,20495
16879,20495
16960,20495
16963,20495
6131,20495
6137,20495
38018,20495
8700,20495
8736,20495
20777,20495
20795,20495
12634,20495
17002,20495
60627,20495
60697,20495
60709,20495
64606,20495
41317,20495
8862,20495
56874,20495
5367,20246
12708,20495
17072,20495
41225,20521
41445,20495
41493,20495
60848,20495
56650,20495
56683,20495
24452,20495
9289,20495
65850,20631
56768,20495
56786,20495
9365,20521
32681,20521
32793,20505
32796,20505
32907,20521
33330,20502
31999,20540
33311,20521
21273,20495
21279,20495
33609,20521
33822,20521
24588,20495
44493,20504
44803,20505
60991,20495
17516,20495
6997,20521
38279,20505
66587,20521
67379,20629
56946,20495
7461,20521
7078,20563
29142,20521
57062,20495
17366,20521
17556,20495
32581,20495
57168,20495
57184,20495
33792,20505
34046,20521
34427,20505
33629,20563
21663,20495
33453,20502
34607,20521
41666,20495
21639,20495
7500,20511
7375,20527
29199,20535
24768,20495
24782,20495
22043,20505
13385,20495
67354,20331
67954,20521
71978,20521
61454,20505
17769,20495
41868,20504
21804,20495
21817,20495
21838,20495
44846,20495
44960,20495
13421,20495
57291,20495
38270,20495
38321,20495
7400,20505
61125,20495
61146,20495
61154,20495
67463,20495
67488,20495
35381,20505
35160,20521
28935,20495
28966,20495
17889,20495
17902,20495
61406,20502
53374,20521
42476,20505
42503,20505
40418,20502
22037,20495
57454,20495
42316,20495
42335,20495
42366,20495
68347,20247
68396,20629
68481,20630
68756,20630
68816,20632
72326,20433
68615,20563
69178,20563
69322,20540
22311,20495
10006,20495
14010,20495
68326,20495
68345,20332
68438,20495
10058,20521
35670,20495
14117,20495
14189,20495
14191,20495
10118,20521
10121,20521
35519,20521
57505,20495
76032,20535
76770,20521
14312,20495
69344,20246
22665,20521
69692,20579
72637,20521
68992,20543
72945,20434
67846,20635
71936,20541
69930,20540
72461,20256
69995,20540
69972,20563
70030,20563
72418,20563
69959,20353
74265,20563
70173,20521
72512,20671
72876,20540
72947,20530
73264,20540
74100,20669
73735,20237
73205,20540
73218,20521
73339,20540
73470,20521
73821,20521
74240,20521
74474,20521
74640,20521
74645,20521
74761,20521
74846,20521
75521,20521
72664,20495
75168,20540
70524,20540
72696,20495
53388,20495
74096,20424
70785,20540
70810,20540
71233,20256
71149,20540
71226,20540
37355,20502
38797,20505
42577,20495
42580,20495
38723,20495
29416,20495
35708,20495
24915,20495
42719,20505
24953,20495
38915,20509
14462,20495
57691,20495
57701,20495
77394,20521
80109,20535
61774,20495
29630,20495
57785,20495
14756,20505
72810,20495
25096,20495
42630,20495
42633,20495
79990,20495
70549,20563
42942,20505
71028,20495
38903,20495
39420,20505
14849,20495
71758,20521
62226,20495
23007,20495
22876,20495
29751,20495
39614,20505
39690,20505
77896,20495
80216,20495
45088,20504
14887,20495
29868,20521
42986,20495
30071,20505
43002,20495
30183,20521
45282,20504
22265,20497
58031,20495
15326,20495
15330,20495
10148,20521
68298,20333
10190,20495
43121,20495
39229,20495
78023,20495
25216,20495
30168,20495
30486,20521
23294,20495
10520,20521
10569,20521
10593,20521
45043,20340
15458,20495
45318,20495
58110,20495
43273,20502
30198,20495
45523,20495
84031,20495
71413,20256
25363,20495
42974,20504
78284,20495
10344,20495
84198,20495
84277,20495
15169,20521
15650,20521
45968,20504
18908,20495
58354,20495
57527,20505
57720,20256
58396,20495
80772,20521
80817,20521
80956,20521
80536,20495
62581,20256
43689,20505
10590,20495
43915,20505
43619,20495
43679,20495
43780,20495
18185,20505
84486,20521
84413,20495
84437,20495
65890,20267
84605,20521
45939,20495
62815,20495
62822,20495
23659,20495
23733,20495
25911,20505
25913,20505
25608,20521
26020,20521
30633,20495
15697,20495
25517,20495
10655,20521
80937,20495
10779,20521
46214,20495
58700,20495
80994,20495
43825,20495
19260,20495
23391,20505
22858,20521
19287,20495
23816,20495
25574,20495
85192,20521
38979,20509
85240,20521
85262,20521
19365,20495
84631,20495
25803,20495
63251,20495
63287,20495
53816,20495
30755,20495
23907,20495
46515,20505
44042,20505
19475,20495
84810,20495
84926,20495
53431,20521
63497,20495
81420,20521
53926,20495
63644,20495
78908,20495
100282,20521
46345,20495
88132,20495
59035,20495
84915,20505
85440,20521
88252,20495
54053,20495
62837,20502
30814,20495
63718,20495
63773,20495
59117,20495
59165,20495
92269,20495
19724,20495
31000,20524
54253,20495
81640,20495
88277,20521
59320,20495
92533,20495
92549,20495
11075,20521
11078,20521
92572,20521
63839,20495
59330,20495
59396,20495
92680,20505
31030,20495
82176,20521
79119,20495
26331,20495
100252,20495
100289,20495
100323,20495
10934,20495
10938,20495
85603,20521
85651,20495
85742,20500
81854,20495
63944,20495
79266,20495
100424,20495
88484,20495
88527,20495
81148,20434
84998,20434
59410,20495
77456,20417
79102,20433
79123,20433
92601,20495
11175,20521
88581,20495
88603,20495
11052,20495
31271,20495
79683,20433
82287,20495
75467,20671
85854,20495
46998,20495
47017,20495
47034,20495
79564,20521
88823,20495
88839,20495
100541,20521
11415,20521
108046,20521
11320,20495
93124,20495
93156,20495
93214,20495
96196,20495
100602,20495
93315,20521
96862,20495
89039,20521
100709,20495
26473,20495
82754,20521
81675,20267
82655,20495
108278,20256
108445,20521
108560,20521
82719,20495
88927,20495
47075,20505
44695,20506
79696,20495
112275,20540
96621,20495
96718,20495
82805,20495
108867,20521
108917,20521
54437,20495
96809,20495
72320,20314
82724,20498
104697,20495
108953,20521
86270,20521
82990,20521
83206,20521
11706,20495
11758,20495
100778,20502
109060,20521
108553,20495
108624,20495
59793,20495
101083,20495
101232,20495
31922,20579
115938,20540
26534,20495
96952,20495
93755,20521
47578,20505
58954,20505
123531,20563
59868,20495
59924,20495
116304,20260
116929,20563
116796,20540
116699,20521
116895,20521
117150,20521
31860,20495
109515,20521
11808,20495
11855,20495
93874,20521
93932,20521
47446,20495
83064,20495
59948,20495
59949,20495
109230,20521
59993,20495
109306,20521
108652,20267
109247,20267
81645,20500
120120,20563
120218,20540
109552,20521
109807,20521
86502,20495
83231,20495
123735,20521
101291,20502
101247,20495
124421,20563
124468,20563
101280,20495
117122,20267
109057,20495
97094,20495
54602,20495
83388,20201
117665,20540
11183,20246
120431,20540
120541,20540
120757,20521
120960,20540
78145,20435
112687,20521
124651,20521
124458,20502
124733,20521
77250,20195
83311,20495
105082,20521
89301,20495
116036,20495
47654,20495
54729,20495
89386,20495
93781,20495
93840,20495
93844,20495
93928,20495
117883,20521
117920,20521
121098,20521
116492,20495
120986,20563
122404,20521
122405,20521
122458,20535
122533,20521
122636,20521
122787,20535
122383,20563
122411,20563
121706,20540
122880,20563
121951,20540
122032,20540
89467,20495
94110,20495
94156,20495
122884,20521
123822,20495
123871,20495
109636,20495
113013,20563
125103,20521
125105,20521
113219,20540
37144,20540
54888,20495
118282,20521
118167,20256
89595,20495
117596,20495
117659,20495
97167,20495
110589,20521
125359,20521
86764,20201
125695,20521
125265,20505
125698,20256
101731,20502
86572,20495
113310,20521
97381,20495
101439,20495
101449,20495
113356,20563
113464,20540
118472,20563
113565,20521
118904,20540
118767,20521
118814,20521
119055,20521
119223,20540
119254,20563
119337,20540
110347,20495
117971,20567
110407,20495
101544,20495
101624,20495
119315,20563
83834,20521
80003,20494
127353,20521
127354,20521
127573,20563
127667,20563
127701,20563
123159,20521
123186,20521
112806,20495
25480,20499
135395,20521
123177,20563
123292,20521
131344,20521
101711,20495
101787,20495
55067,20495
55078,20495
24072,20499
94369,20495
47836,20521
119442,20540
135212,20563
135312,20563
63688,20504
136351,20271
135689,20563
94380,20495
135519,20521
46111,20504
136139,20328
136960,20563
136254,20543
136920,20543
47893,20505
47458,20502
137073,20563
137203,20563
137457,20563
135727,20521
135813,20521
135869,20521
135876,20521
138026,20540
136902,20565
136952,20473
137047,20565
138204,20535
97556,20495
125626,20495
86808,20495
139085,20651
138642,20540
138658,20540
139360,20651
139453,20651
139563,20651
125915,20495
105663,20521
101977,20495
83525,20495
26702,20495
105101,20521
105542,20521
105616,20521
102185,20495
119463,20563
119576,20521
116064,20593
118638,20303
142984,20305
143136,20305
143064,20540
143323,20521
143097,20458
143626,20305
143739,20305
143462,20540
143476,20540
144050,20305
143537,20521
143588,20521
143856,20521
144165,20540
144474,20521
144476,20521
102236,20495
122263,20540
131683,20521
131728,20521
131779,20521
131906,20521
131961,20521
94500,20521
102413,20495
132286,20521
132375,20521
132486,20521
132552,20521
132570,20521
83841,20495
144189,20563
126368,20563
126625,20521
105677,20540
105700,20540
105685,20521
105805,20540
126797,20563
126841,20521
105971,20521
100276,20256
106140,20521
97904,20495
144842,20521
110782,20495
144876,20521
144901,20591
145364,20579
145082,20521
144730,20587
145369,20521
145589,20563
126765,20563
126929,20521
146783,20540
145668,20293
145659,20472
139044,20111
139319,20111
106341,20521
106519,20521
98005,20495
98006,20495
98028,20495
54251,20271
54282,20388
128149,20521
128860,20521
129194,20521
128700,20579
129999,20563
128693,20521
128767,20521
130162,20267
130328,20267
130027,20540
129418,20521
129559,20521
130403,20521
130544,20521
130606,20521
126185,20495
130694,20521
94673,20495
98140,20495
113882,20505
113680,20540
105467,20495
145979,20540
146040,20612
145848,20290
146419,20579
98150,20495
98289,20495
146347,20290
46408,20390
138330,20256
138194,20256
140814,20642
140429,20645
140607,20241
140870,20241
141858,20563
146808,20563
141389,20540
141444,20579
147545,20563
147628,20563
147285,20290
147541,20579
147689,20540
102826,20495
132234,20495
132355,20495
132641,20495
126296,20495
126641,20288
111005,20495
111023,20495
147195,20593
141865,20593
114240,20540
141272,20545
114248,20540
140513,20165
142143,20521
142388,20540
142073,20545
89941,20495
109542,20246
125876,20256
94612,20521
94919,20521
147662,20614
148479,20593
148494,20593
90106,20495
98637,20495
133070,20521
113947,20495
103226,20495
103243,20495
87306,20500
90263,20495
140846,20224
55260,20495
148968,20540
55309,20495
107651,20495
107864,20495
90364,20495
148042,20594
114221,20495
132579,20563
133374,20521
133204,20563
134144,20521
134828,20521
133550,20521
133753,20521
133781,20521
133795,20521
133996,20521
134013,20521
90490,20495
90403,20521
148410,20280
134432,20521
114727,20521
114870,20505
132852,20495
99223,20521
132499,20540
134021,20579
135067,20521
26981,20495
135104,20521
135109,20521
135116,20521
149340,20191
149587,20614
135140,20521
114462,20303
149367,20188
149643,20176
149061,20294
148455,20293
87396,20502
98967,20495
98975,20495
90725,20495
149216,20104
149063,20545
150421,20233
91136,20521
150374,20653
148261,20290
115010,20579
102560,20521
103778,20521
106104,20336
104644,20502
83654,20201
61466,20110
107566,20632
107570,20632
107821,20540
107896,20540
128200,20583
128497,20583
83862,20434
74136,20670
142819,20540
142822,20521
142399,20267
69668,20667
142797,20467
146639,20540
87635,20521
87663,20505
141961,20554
112406,20591
142708,20294
87761,20521
87678,20509
86156,20563
90787,20495
113280,20591
151094,20540
115404,20521
151205,20540
150473,20139
151247,20540
151361,20540
133599,20495
103622,20495
103630,20495
115568,20540
115741,20540
115746,20540
151294,20290
151462,20290
151969,20540
103894,20521
150916,20227
151736,20388
151312,20105
151941,20540
151474,20290
27255,20563
103647,20267
78716,20534
77238,20573
115158,20495
78978,20199
114893,20502
87848,20495
55540,20495
91113,20495
152448,20540
91204,20495
142719,20462
27547,20497
152630,20540
149068,20278
152565,20282
152575,20563
153252,20563
87964,20495
87986,20495
27159,20495
40068,20491
26081,20521
43793,20502
99378,20495
52236,20496
52237,20496
52140,20527
55155,20504
91370,20495
104034,20495
23262,20499
54374,20390
55904,20521
23430,20499
27416,20563
27578,20497
24807,20502
25172,20502
27960,20499
91669,20505
90269,20502
37463,20563
55786,20495
91606,20495
152696,20495
95762,20495
95770,20495
152717,20495
27500,20495
27623,20495
56001,20495
56021,20495
27895,20495
48253,20495
91795,20495
48302,20495
48971,20521
49207,20521
48866,20495
48910,20495
48941,20495
48945,20495
49328,20495
49483,20495
49008,20505
49784,20495
49791,20495
50038,20495
50264,20503
50357,20495
50365,20495
50418,20495
50550,20495
50570,20495
50579,20495
51714,20505
49024,20502
51963,20521
51189,20495
51572,20495
51708,20495
4521,20495
137,20553
148,20540
260,20540
400,20505
4408,20521
605,20540
4160,20505
4492,20521
4995,20495
537,20521
4595,20521
701,20540
828,20521
992,20540
1030,20540
997,20521
4341,20540
4819,20540
5026,20256
5019,20521
1187,20540
1173,20521
1258,20540
1321,20540
1964,20540
1619,20521
2114,20521
5436,20521
8086,20521
8282,20521
5334,20495
36242,20505
15980,20495
36402,20505
12015,20495
2923,20521
2449,20246
2951,20521
20013,20495
12113,20495
12121,20495
2999,20521
16158,20495
5133,20563
5410,20563
24025,20495
20165,20495
16230,20495
5735,20521
36035,20521
36440,20521
36697,20505
44304,20505
44575,20505
44650,20505
20205,20495
16270,20495
16307,20495
24188,20495
24197,20495
20339,20495
27995,20495
1487,20563
44778,20505
3194,20521
32055,20495
52222,20505
36260,20495
2322,20495
2349,20495
44335,20495
44338,20495
12206,20495
56081,20495
37030,20521
5760,20495
3501,20521
3509,20521
3755,20505
3726,20521
3730,20521
15957,20521
52537,20505
16625,20521
36905,20502
37348,20521
37434,20521
36373,20495
2929,20495
2979,20495
40669,20505
16442,20495
16476,20495
60182,20495
56194,20495
56197,20495
8339,20495
8370,20495
37456,20505
16808,20535
64413,20535
4193,20289
20479,20495
20486,20495
40770,20505
12394,20495
40799,20505
16587,20495
6072,20521
52499,20495
52735,20521
60299,20495
8052,20505
2005,20540
8668,20521
8511,20495
3661,20495
64516,20521
64497,20540
53078,20505
8526,20495
16779,20495
52863,20495
52890,20495
64750,20540
64860,20540
64632,20563
1899,20287
65214,20246
65468,20427
65469,20427
65090,20521
65154,20521
65658,20521
65967,20623
66071,20540
66084,20671
66277,20521
17205,20521
20732,20495
40841,20495
40847,20495
16891,20495
56533,20495
53020,20495
64457,20495
64532,20495
12670,20495
6233,20495
56593,20495
16973,20495
17048,20495
60643,20495
37224,20502
6651,20521
64881,20495
17101,20495
17141,20495
17155,20495
17188,20495
12178,20505
12726,20505
41156,20521
6422,20495
6459,20495
9224,20495
9281,20495
66532,20540
21095,20495
66697,20671
66614,20626
66975,20623
56778,20495
66938,20563
41201,20563
17257,20505
9362,20521
56836,20495
13134,20521
32071,20509
17505,20256
32291,20505
32902,20521
33085,20521
33087,20521
33114,20521
33195,20521
33266,20521
33585,20521
33751,20521
33778,20521
33824,20521
33856,20521
28691,20521
6677,20495
44497,20504
44852,20504
65246,20349
6740,20521
60953,20495
60967,20495
6006,20505
6915,20521
6484,20505
38225,20505
38230,20505
38251,20505
64928,20543
66380,20543
5969,20289
67156,20540
66513,20521
66517,20521
67402,20623
67432,20388
41572,20495
28563,20495
67604,20521
7193,20521
21415,20495
21421,20495
7557,20521
7638,20521
28949,20521
28673,20563
29181,20521
17279,20521
57089,20495
17553,20495
32583,20495
57129,20495
57131,20495
57156,20495
17660,20505
28578,20495
66550,20355
57206,20495
34030,20505
34064,20521
34153,20521
34250,20540
34499,20505
57233,20495
67628,20521
67267,20669
34469,20521
34668,20505
34692,20586
41787,20495
28786,20495
21587,20495
9343,20495
6909,20527
9453,20495
7682,20527
24727,20495
24743,20495
24767,20495
67714,20623
67691,20521
67949,20521
67958,20540
68006,20540
72206,20521
13846,20495
41730,20493
6930,20495
61132,20505
61134,20505
13467,20495
21917,20497
53257,20495
57262,20495
57301,20495
38294,20495
7844,20521
68135,20540
9584,20495
9592,20495
68235,20521
68360,20331
