id,name,max_height,city,max_far,coverage,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14
101315,LIGHT INDUSTRIAL-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101316,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-85/200-R",200.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101317,LIGHT INDUSTRIAL-84-E,84.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101318,LIGHT INDUSTRIAL-84-X,84.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103676,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",0.0,101,0.75,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
107534,"RESIDENTIAL- HOUSE, TWO FAMILY-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107535,"RESIDENTIAL- HOUSE, TWO FAMILY-55-X",55.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107536,"RESIDENTIAL- HOUSE, TWO FAMILY-58-X",58.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107537,"RESIDENTIAL- HOUSE, TWO FAMILY-65-A",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101304,HEAVY COMMERCIAL-85-X,85.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103672,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,1.79999995232,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
101319,SOMA SERVICE/ SECONDARY/ OFFICE-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101320,DOWNTOWN- GENERAL-225-S,225.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101321,HEAVY INDUSTRIAL-105-F,105.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101322,HEAVY INDUSTRIAL-150-X,150.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101323,CHINATOWN-COMMUNITY BUSINESS-80-130-F,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101324,MISSION BAY OFFICE DISTRICT-110,110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101325,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-110,110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101326,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-MB-RA,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101327,MIXED USE-GENERAL-45-X,45.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101328,MIXED USE-GENERAL-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101329,MIXED USE-GENERAL-85-X,85.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101330,MIXED USE-OFFICE-105-F,105.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101331,MIXED USE-OFFICE-130-E,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101332,MIXED USE-OFFICE-130-G,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101333,MIXED USE-OFFICE-200-S,200.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101334,MIXED USE-OFFICE-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101335,MIXED USE-OFFICE-50-X,50.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101336,MIXED USE-OFFICE-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101337,MIXED USE-OFFICE-85-X,85.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107538,"RESIDENTIAL- HOUSE, TWO FAMILY-65-X",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107539,"RESIDENTIAL- HOUSE, TWO FAMILY-68-X",68.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107540,"RESIDENTIAL- HOUSE, TWO FAMILY-80-D",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103686,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
101338,MIXED USE-OFFICE-90-X,90.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101339,MIXED USE-RESIDENTIAL-130-G,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101340,MIXED USE-RESIDENTIAL-45-X,45.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101341,MIXED USE-RESIDENTIAL-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101342,MIXED USE-RESIDENTIAL-85-X,85.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101343,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101344,DOWNTOWN- RETAIL-150-X,150.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101346,COMMUNITY BUSINESS-130-V,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101347,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-80-A",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101348,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-130-E",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101349,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-130-V",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101350,COMMUNITY BUSINESS-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101351,"RESIDENTIAL- MIXED, HIGH DENSITY-80-A",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101352,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-80-T",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101353,BROADWAY NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101354,BROADWAY NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101355,BROADWAY NEIGHBORHOOD COMMERCIAL-65-A-1,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107543,"RESIDENTIAL- HOUSE, TWO FAMILY-OS",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101356,BROADWAY NEIGHBORHOOD COMMERCIAL-65-N,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101357,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-120-F,120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101358,PUBLIC-90-X,90.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101359,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-X",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101360,NORTH BEACH NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101361,NORTH BEACH NEIGHBORHOOD COMMERCIAL-65-N,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101362,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101363,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101364,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101365,POLK STREET NEIGHBORHOOD COMMERCIAL-130-E,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101366,POLK STREET NEIGHBORHOOD COMMERCIAL-130-V,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101367,POLK STREET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101368,POLK STREET NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101369,POLK STREET NEIGHBORHOOD COMMERCIAL-80-A,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101370,POLK STREET NEIGHBORHOOD COMMERCIAL-80-D,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101371,POLK STREET NEIGHBORHOOD COMMERCIAL-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103364,"RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT-40-X",40.0,101,3.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101372,SOMA RESIDENTIAL- SERVICE-40-X/85-B,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101373,UNION STREET NEIGHBORHOOD COMMERCIAL-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101374,UNION STREET NEIGHBORHOOD COMMERCIAL-65-A,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101375,UNION STREET NEIGHBORHOOD COMMERCIAL-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101376,DOWNTOWN- GENERAL-110-X,110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101377,DOWNTOWN- GENERAL-120/320-R-2,320.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101378,HAYES NCT-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101379,HAYES NCT-50-X,50.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101380,HAYES NCT-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101381,DOWNTOWN- RETAIL-110-X,110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101382,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-120-F,120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101383,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-160-F,160.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101384,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-45-X,45.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101385,SOMA SERVICE- LIGHT INDUSTRIAL- RESIDENTIAL-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101386,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-85-X,85.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101388,DOWNTOWN- GENERAL-200-S,200.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107547,"RESIDENTIAL- HOUSE, THREE FAMILY-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107548,"RESIDENTIAL- HOUSE, THREE FAMILY-45-X",45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103708,"RESIDENTIAL- MIXED, LOW DENSITY-40/65-X",65.0,101,1.79999995232,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
101389,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-40-X",40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101390,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-120-R-2,120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101391,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-120-X,120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101392,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101393,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-50-X,50.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101394,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101395,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-85-X,85.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101396,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101397,PUBLIC-105-K,105.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101398,PUBLIC-110-X,110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101399,PUBLIC-130-E,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101400,PUBLIC-130-V,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101401,PUBLIC-160-H,160.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101402,PUBLIC-200-S,200.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101403,PUBLIC-240-H,240.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101404,PUBLIC-300-S,300.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101405,PUBLIC-30-X,30.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101406,PUBLIC-320-I,320.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
103713,"RESIDENTIAL- MIXED, LOW DENSITY-OS",0.0,101,0.75,,f,t,t,t,f,t,f,f,f,t,f,t,t,t
107550,"RESIDENTIAL- HOUSE, THREE FAMILY-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107552,"RESIDENTIAL- HOUSE, THREE FAMILY-65-A",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101407,PUBLIC-340-I,340.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101408,PUBLIC-350-S,350.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101409,PUBLIC-40-X,40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101410,PUBLIC-450-S,450.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101411,PUBLIC-45-X,45.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101412,PUBLIC-48-X,48.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101413,PUBLIC-500-S,500.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101414,PUBLIC-50-X,50.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101415,PUBLIC-65-85-N,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101416,PUBLIC-65-A,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101417,PUBLIC-65-N,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101418,PUBLIC-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101419,PUBLIC-70-X,70.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101420,PUBLIC-80-130-F,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101421,PUBLIC-80-T,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101422,PUBLIC-80-X,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101423,PUBLIC-84-E,84.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101424,SOUTH BEACH DOWNTOWN RESIDENTIAL-105/200-R,200.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101426,PUBLIC-96-X,96.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101427,PUBLIC-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101428,DOWNTOWN- GENERAL-80-X,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
100444,COMMUNITY BUSINESS-OS,0.0,101,5.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100469,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100472,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100473,HEAVY INDUSTRIAL-65-J,65.0,101,5.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100476,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,2.5,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100477,COMMUNITY BUSINESS-65-X,65.0,101,3.59999990463,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
101429,SOUTH BEACH DOWNTOWN RESIDENTIAL-65-X,65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101430,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101431,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-45-X",45.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101432,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-B",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101433,SOMA SERVICE- LIGHT INDUSTRIAL-30-X,30.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101434,TRANSBAY DOWNTOWN RESIDENTIAL-80-X,80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101435,DOWNTOWN- GENERAL-130-L,130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101436,DOWNTOWN- GENERAL-OS,0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101437,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-T",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101441,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-T-130-T",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101444,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-40-X",40.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107557,"RESIDENTIAL- HOUSE, THREE FAMILY-80-D",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107558,"RESIDENTIAL- HOUSE, THREE FAMILY-80-E",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101443,DOWNTOWN- OFFICE-150-X,150.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101438,DOWNTOWN- OFFICE-120-X,120.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101440,DOWNTOWN- OFFICE-150-S,150.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101442,HEAVY COMMERCIAL-105-J,105.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
100493,PUBLIC-40-X,40.0,101,5.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100495,PUBLIC-OS,0.0,101,,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100497,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,3.0,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
101445,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-65-A",65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101446,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-65-N",65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101447,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-80-D",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101448,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-105-D",105.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101449,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-110-X",110.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101450,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-120-X",120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101451,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-130-E",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101452,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-130-F",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101453,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-130-V",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101454,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-275-E",275.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101455,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-400-W",400.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101456,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-65-A",65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101457,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-65-X",65.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101458,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-130-F",130.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101459,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-A",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101461,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-D",80.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101463,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-80-T-120-T",120.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101467,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY-OS",0.0,101,7.5,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101460,DOWNTOWN- OFFICE-275-E,275.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107560,"RESIDENTIAL- HOUSE, THREE FAMILY-OS",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107563,"RESIDENTIAL- MIXED, LOW DENSITY-160-F",160.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107564,"RESIDENTIAL- MIXED, LOW DENSITY-25-X",25.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107565,"RESIDENTIAL- MIXED, LOW DENSITY-28-X",28.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107566,"RESIDENTIAL- MIXED, LOW DENSITY-30-X",30.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
101466,DOWNTOWN- OFFICE-285-S,285.0,101,9.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107567,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107568,"RESIDENTIAL- MIXED, LOW DENSITY-45-X",45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107569,"RESIDENTIAL- MIXED, LOW DENSITY-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107570,"RESIDENTIAL- MIXED, LOW DENSITY-55-X",55.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107571,"RESIDENTIAL- MIXED, LOW DENSITY-65-A",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107572,"RESIDENTIAL- MIXED, LOW DENSITY-65-PM",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107573,"RESIDENTIAL- MIXED, LOW DENSITY-65-X",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107574,"RESIDENTIAL- MIXED, LOW DENSITY-80-D",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107575,"RESIDENTIAL- MIXED, LOW DENSITY-80-E",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107576,"RESIDENTIAL- MIXED, LOW DENSITY-CP",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
100549,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,1.79999995232,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
100556,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,1.79999995232,,t,f,f,t,f,t,f,f,f,f,f,f,f,f
107577,"RESIDENTIAL- MIXED, LOW DENSITY-HP-RA",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107578,"RESIDENTIAL- MIXED, LOW DENSITY-OS",0.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107579,"RESIDENTIAL- MIXED, MODERATE DENSITY-105-D",105.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107580,"RESIDENTIAL- HOUSE, ONE FAMILY-45-X",45.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107581,"RESIDENTIAL- MIXED, MODERATE DENSITY-35-X",35.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107582,"RESIDENTIAL- MIXED, MODERATE DENSITY-40-X",40.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107583,"RESIDENTIAL- MIXED, MODERATE DENSITY-50-X",50.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107584,"RESIDENTIAL- MIXED, MODERATE DENSITY-65-A",65.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107585,"RESIDENTIAL- MIXED, MODERATE DENSITY-80-A",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107586,"RESIDENTIAL- MIXED, MODERATE DENSITY-80-D",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
107587,"RESIDENTIAL- MIXED, MODERATE DENSITY-80-E",80.0,101,5.0,,f,f,t,t,t,t,f,f,f,t,f,t,t,t
