id,name,max_height,city,max_far,coverage,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10,type11,type12,type13,type14
154106,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-120-F,120.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154107,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-160-F,160.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154108,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-45-X,45.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154109,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-65-X,65.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154110,SOMA NEIGHBORHOOD COMMERCIAL TRANSIT-85-X,85.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154111,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154112,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-45-X,45.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154113,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-50-X,50.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154114,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-55-X,55.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154115,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-65-X,65.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154116,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-OS,0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154117,NEIGHBORHOOD COMMERCIAL TRANSIT-2-45-X,45.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154118,NEIGHBORHOOD COMMERCIAL TRANSIT-2-68-X,68.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154119,PUBLIC-105-E,105.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154120,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154121,PUBLIC-45-X,45.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154122,PUBLIC-50-X,50.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154123,PUBLIC-55-X,55.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154124,PUBLIC-58-X,58.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154125,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154126,PUBLIC-68-X,68.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154127,PUBLIC-85-X,85.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154128,PUBLIC-OS,0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154129,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-40-X",40.0,101,3.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
154130,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-45-X",45.0,101,3.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
154131,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-58-X",58.0,101,4.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
154132,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - DESIGN-68-X",68.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
154133,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-40-X",40.0,101,3.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154134,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-45-X",45.0,101,3.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154135,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-50-X",50.0,101,4.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154136,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-58-X",58.0,101,4.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154137,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-J",65.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154138,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-65-X",65.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154139,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-68-X",68.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154140,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-80-X",80.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154141,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL-85-X",85.0,101,6.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154142,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-110,110.0,101,5.0,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
154143,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-40-X,40.0,101,5.0,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
154144,SEE MISSION BAY SOUTH REDEVELOPMENT PLAN-MB-RA,0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154145,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154146,RINCON HILL DOWNTOWN RESIDENTIAL-105-F,105.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154147,COMMUNITY BUSINESS-40-X,40.0,101,3.59999990463,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
154148,COMMUNITY BUSINESS-65-X,65.0,101,3.59999990463,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
154149,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
154150,LIGHT INDUSTRIAL-84-X,84.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
154151,COMMUNITY BUSINESS-OS,0.0,101,5.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154152,HEAVY INDUSTRIAL-105-F,105.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
154153,HEAVY INDUSTRIAL-150-X,150.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
154154,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
154155,PUBLIC-200-S,200.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154156,DOWNTOWN- OFFICE-350-S,350.0,101,9.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154157,DOWNTOWN- OFFICE-550-S,550.0,101,9.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154158,DOWNTOWN- OFFICE-50/85/550-TB,550.0,101,9.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154159,DOWNTOWN- OFFICE-500-S,500.0,101,9.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154160,TRANSBAY DOWNTOWN RESIDENTIAL-200-S,200.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154161,TRANSBAY DOWNTOWN RESIDENTIAL-50/165/400-TB,400.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154162,TRANSBAY DOWNTOWN RESIDENTIAL-50/85/550-TB,550.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154163,TRANSBAY DOWNTOWN RESIDENTIAL-65-X,65.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154164,TRANSBAY DOWNTOWN RESIDENTIAL-80-X,80.0,101,5.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154165,TRANSBAY DOWNTOWN RESIDENTIAL-OS,0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154166,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)-200-S,200.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154167,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)-350-S,350.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154168,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)-350-X,350.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154169,DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT)-450-S,450.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
154172,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154173,COMMUNITY BUSINESS-165-I,165.0,101,3.59999990463,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
154174,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
154175,"RESIDENTIAL- HOUSE, ONE FAMILY-55-X",55.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
154176,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154177,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154178,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-55-X",55.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154179,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
154180,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
154181,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-40-X",40.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154182,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-55-X",55.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
154185,VV-MU3,35.0,101,3.0,,f,f,t,t,f,f,f,f,f,f,f,t,t,t
154186,VV-OS,0.0,101,,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
154187,VV-R4,45.0,101,3.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154188,VV-R5,55.0,101,4.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
154189,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-40-X",40.0,101,5.0,,f,t,t,f,f,f,f,f,f,t,t,t,t,f
154190,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-40-X",40.0,101,3.59999990463,,f,t,t,f,t,t,f,f,f,f,f,t,t,f
154191,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
154192,"RESIDENTIAL- COMMERCIAL, MEDIUM DENSITY-65/240-EP",240.0,101,3.59999990463,,f,t,t,f,t,t,f,f,f,f,f,t,t,f
154193,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
156606,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157573,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157574,COMMUNITY BUSINESS-165-I,165.0,101,3.59999990463,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
157575,COMMUNITY BUSINESS-40-X,40.0,101,3.59999990463,,f,t,t,t,f,t,f,f,f,f,f,t,t,t
157576,"RESIDENTIAL- HOUSE, ONE FAMILY-40/65-X",65.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157577,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157578,"RESIDENTIAL- HOUSE, ONE FAMILY-55-X",55.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157579,"RESIDENTIAL- HOUSE, ONE FAMILY-65-J",65.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157580,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157581,"NEIGHBORHOOD COMMERCIAL, CLUSTER-CP",0.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157582,"NEIGHBORHOOD COMMERCIAL, CLUSTER-OS",0.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157583,"RESIDENTIAL- HOUSE, ONE FAMILY- SECONDARY UNIT-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157584,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40/65-X",65.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157585,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE-40-X",40.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157586,"RESIDENTIAL- HOUSE, TWO FAMILY-160-D",160.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157587,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157588,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157589,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-40-X",40.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157590,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-55-X",55.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157591,PUBLIC-65-J,65.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157592,"RESIDENTIAL- HOUSE, TWO FAMILY-CP",0.0,101,1.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157593,"RESIDENTIAL- HOUSE, TWO FAMILY-OS",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157594,PUBLIC-HP,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157595,PUBLIC-OS,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157596,PDR LIGHT INDUSTRIAL BUFFER-40-X,40.0,101,3.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
157597,PDR LIGHT INDUSTRIAL BUFFER-65-J,65.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
157598,PDR LIGHT INDUSTRIAL BUFFER-OS,0.0,101,2.0,,f,f,t,t,f,t,f,f,f,f,f,t,f,f
157599,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-65-J",65.0,101,5.0,,f,t,t,f,f,f,f,f,f,t,t,t,t,f
157600,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-40-X",40.0,101,3.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
157601,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-65-J",65.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
157602,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-80-E",80.0,101,5.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
157603,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR-OS",0.0,101,2.0,,f,f,t,t,f,f,f,f,f,f,f,t,f,f
157604,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-40-X",40.0,101,5.0,,f,t,t,f,f,f,f,f,f,t,t,t,t,f
157605,"RESIDENTIAL- MIXED, LOW DENSITY-CP",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157606,"RESIDENTIAL- MIXED, LOW DENSITY-HP-RA",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157607,"RESIDENTIAL- MIXED, LOW DENSITY-OS",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157608,SEE HUNTERS POINT REDEVELOPMENT PLAN-HP-RA,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157609,LIGHT INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
157610,LIGHT INDUSTRIAL-65-J,65.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
157611,LIGHT INDUSTRIAL-80-E,80.0,101,5.0,,f,t,t,t,f,t,t,t,f,f,f,t,f,f
157612,"RESIDENTIAL- MIXED, LOW DENSITY-40/65-X",65.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157613,LIGHT INDUSTRIAL-OS,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157614,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157615,HEAVY INDUSTRIAL-40-X,40.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
157616,HEAVY INDUSTRIAL-65-J,65.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
157617,HEAVY INDUSTRIAL-80-E,80.0,101,5.0,,f,t,t,t,f,f,t,t,t,f,f,t,f,f
157618,PARKMERCED-RESIDENTIAL-65-PM,65.0,101,2.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157619,"RESIDENTIAL- MIXED, LOW DENSITY-40-X",40.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157620,"RESIDENTIAL- MIXED, LOW DENSITY-",0.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157621,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157622,"RESIDENTIAL- HOUSE, TWO FAMILY-26-X",26.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157623,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157624,"RESIDENTIAL- HOUSE, ONE FAMILY-26-X",26.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157625,COMMUNITY BUSINESS-OS,0.0,101,5.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157626,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157627,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,2.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157628,"NEIGHBORHOOD COMMERCIAL, CLUSTER-26-X",26.0,101,2.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157629,"NEIGHBORHOOD COMMERCIAL, CLUSTER-28-X",28.0,101,2.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157630,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,2.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157631,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-26-X",26.0,101,2.0,,t,t,t,f,f,t,f,f,f,f,f,t,f,f
157632,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-28-X",28.0,101,2.0,,t,t,t,f,f,t,f,f,f,f,f,t,f,f
157633,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,2.0,,t,t,t,f,f,t,f,f,f,f,f,t,f,f
157634,"NEIGHBORHOOD COMMERCIAL, SHOPPING CENTER-40-X",40.0,101,5.0,,f,t,t,f,f,f,f,f,f,t,t,t,t,f
157635,"RESIDENTIAL- MIXED, LOW DENSITY-28-X",28.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157636,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-OS",0.0,101,2.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157637,PARKMERCED-MIXED USE-SOCIAL HEART-65-PM,65.0,101,5.0,,f,f,t,t,f,f,f,f,f,t,f,t,t,f
157638,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,1.79999995232,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157639,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-120-R-2,120.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157640,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-120-X,120.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157641,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-40-X,40.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157642,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-50-X,50.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157643,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-65-X,65.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157644,RESIDENTIAL TRANSIT ORIENTED DISTRICT-40-X,40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157645,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-85-X,85.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157646,RESIDENTIAL TRANSIT ORIENTED DISTRICT-50-X,50.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157647,RESIDENTIAL TRANSIT ORIENTED DISTRICT-60/65-X,65.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157648,RESIDENTIAL TRANSIT ORIENTED DISTRICT-85-X,85.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157649,RESIDENTIAL TRANSIT ORIENTED DISTRICT-OS,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157650,DOWNTOWN- GENERAL-200-S,200.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
157651,DOWNTOWN- GENERAL-85-X,85.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
157652,PUBLIC-40-X,40.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157653,"RESIDENTIAL- HOUSE, TWO FAMILY-40-X",40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157654,PUBLIC-65-X,65.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157655,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-85-X",85.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157656,"RESIDENTIAL- HOUSE, TWO FAMILY-OS",0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157657,PUBLIC-85-X,85.0,101,5.0,,f,f,t,t,f,t,f,f,f,f,f,t,t,t
157658,URBAN MIXED USE-68-X,68.0,101,5.0,,f,t,t,t,f,t,t,t,f,t,t,t,t,t
157659,PUBLIC-OS,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157660,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-68-X,68.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157661,"RESIDENTIAL- HOUSE, THREE FAMILY-85-X",85.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157662,HEAVY COMMERCIAL-85-X,85.0,101,9.0,,f,f,t,t,t,t,t,t,f,t,t,t,t,t
157663,DOWNTOWN- GENERAL-120/320-R-2,320.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
157664,HAYES NCT-40-X,40.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157665,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT-OS,0.0,101,1.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157666,HAYES NCT-50-X,50.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157667,HAYES NCT-65-X,65.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157668,RESIDENTIAL TRANSIT ORIENTED DISTRICT-40-X/50-X,40.0,101,1.79999995232,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
157669,HAYES NCT-40-X/50-X,40.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157670,DOWNTOWN- GENERAL-120-R-2,120.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
157671,DOWNTOWN- GENERAL-130-L,130.0,101,6.0,,f,t,t,t,f,t,t,f,f,f,f,t,t,t
157672,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157673,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-50/55-X,55.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157674,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-50-X,50.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157675,UPPER MARKET NEIGHBORHOOD COMMERCIAL TRANSIT-60/65-X,65.0,101,3.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157676,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT-40-X,40.0,101,2.5,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157677,"NEIGHBORHOOD COMMERCIAL, CLUSTER-40-X",40.0,101,2.0,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157678,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE-50-X",50.0,101,3.59999990463,,f,t,t,f,f,t,f,f,f,t,f,t,t,f
157679,"RESIDENTIAL- HOUSE, ONE FAMILY-40-X",40.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157680,"RESIDENTIAL- HOUSE, ONE FAMILY-45-X",45.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157681,"RESIDENTIAL- HOUSE, ONE FAMILY-65-A",65.0,101,2.0,,f,t,t,f,f,t,f,f,f,f,f,t,f,f
157682,"RESIDENTIAL- HOUSE, ONE FAMILY-OS",0.0,101,2.0,,f,f,t,f,f,f,f,f,f,f,f,t,f,f
157683,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED-40-X",40.0,101,2.0,,t,t,t,f,f,t,f,f,f,f,f,t,f,f
157684,"RESIDENTIAL- HOUSE, TWO FAMILY-65-A",65.0,101,2.0,,f,t,t,f,t,t,f,f,f,f,f,t,f,f
